file_name,predicted_class,score
rabbit/LowerTrailCamera_EK002299.JPG,skunk,0.98275054
rabbit/LowerTrailCamera_EK002371.JPG,bobcat,0.51896155
rabbit/LowerTrailCamera_EK002710.JPG,human,0.39140272
rabbit/LowerTrailCamera_EK002711.JPG,human,0.9771797
rabbit/LowerTrailCamera_EK003611.JPG,bobcat,0.6132194
rabbit/LowerTrailCamera_EK003612.JPG,squirrel,0.94800436
rabbit/LowerTrailCamera_EK003871.JPG,nothing,0.49632904
rabbit/LowerTrailCamera_EK005790.JPG,squirrel,0.6756001
skunk/LowerTrailCamera_EK000146.JPG,nothing,0.42974153
skunk/LowerTrailCamera_EK001884.JPG,bobcat,0.81699705
skunk/LowerTrailCamera_EK002725.JPG,bobcat,0.6076445
squirrel/LowerTrailCamera_EK000050.JPG,nothing,0.6577266
squirrel/LowerTrailCamera_EK000052.JPG,nothing,0.9324284
squirrel/LowerTrailCamera_EK000053.JPG,nothing,0.7401679
squirrel/LowerTrailCamera_EK000054.JPG,nothing,0.903947
squirrel/LowerTrailCamera_EK000175.JPG,human,0.4512203
squirrel/LowerTrailCamera_EK000442.JPG,human,0.521104
squirrel/LowerTrailCamera_EK000496.JPG,nothing,0.9185745
squirrel/LowerTrailCamera_EK000497.JPG,nothing,0.78983116
squirrel/LowerTrailCamera_EK000498.JPG,nothing,0.9246213
squirrel/LowerTrailCamera_EK001393.JPG,human,0.6840952
squirrel/LowerTrailCamera_EK001564.JPG,human,0.6520401
squirrel/LowerTrailCamera_EK001565.JPG,human,0.8569871
squirrel/LowerTrailCamera_EK001566.JPG,human,0.8325079
squirrel/LowerTrailCamera_EK002716.JPG,human,0.93864346
squirrel/LowerTrailCamera_EK002717.JPG,human,0.8299135
squirrel/LowerTrailCamera_EK002718.JPG,human,0.84673196
squirrel/LowerTrailCamera_EK005480.JPG,human,0.35380054
squirrel/LowerTrailCamera_EK005481.JPG,nothing,0.4217
squirrel/LowerTrailCamera_EK006626.JPG,nothing,0.97853893
squirrel/LowerTrailCamera_EK006627.JPG,nothing,0.97137433
squirrel/LowerTrailCamera_EK007457.JPG,nothing,0.7899309
squirrel/LowerTrailCamera_EK007458.JPG,nothing,0.53533417
bobcat/LowerTrailCamera_EK000025.JPG,deer,0.8442239
